# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         1   -2.3734681207e+04    1.3854753375e+03    1.1226905501e+02    1.1200000000e+02    0.0000000000e+00   -2.3731596447e+04    9.9793953501e-01    1.0000000000e+00
         2   -2.3734693447e+04    9.6959301838e+02    1.1195361743e+02    1.1300000000e+02    1.2500000000e-01   -2.3743570154e+04    9.9789082373e-01    9.9115044248e-01
         3   -2.3731534529e+04    1.1176642969e+03    1.1183685164e+02    1.1400000000e+02    1.2500000000e-01   -2.3752393024e+04    9.9789658791e-01    9.5614035088e-01
         4   -2.3735471632e+04    1.0391095158e+03    1.1225600576e+02    1.1000000000e+02    3.7500000000e-01   -2.3713516024e+04    9.9788431681e-01    1.0000000000e+00
         5   -2.3732620765e+04    9.7447783696e+02    1.1181892091e+02    1.1300000000e+02    0.0000000000e+00   -2.3744360580e+04    9.9793485226e-01    9.7345132743e-01
         6   -2.3732653935e+04    9.4766360412e+02    1.1196838137e+02    1.1000000000e+02    3.7500000000e-01   -2.3714602260e+04    9.9796172244e-01    9.9090909091e-01
         7   -2.3733005641e+04    1.3480554886e+03    1.1202826247e+02    1.1100000000e+02    2.5000000000e-01   -2.3723685265e+04    9.9797587446e-01    1.0000000000e+00
         8   -2.3736283773e+04    1.2205319439e+03    1.1222326677e+02    1.1600000000e+02    2.5000000000e-01   -2.3768096961e+04    9.9797454510e-01    9.7413793103e-01
         9   -2.3736015222e+04    1.0117751711e+03    1.1204981034e+02    1.1300000000e+02    2.5000000000e-01   -2.3745172720e+04    9.9798297881e-01    9.9115044248e-01
        10   -2.3735447876e+04    1.0412106862e+03    1.1195062260e+02    1.1300000000e+02    1.2500000000e-01   -2.3744904169e+04    9.9799547009e-01    1.0000000000e+00
        11   -2.3735094788e+04    1.3795242003e+03    1.1195943510e+02    1.1500000000e+02    2.5000000000e-01   -2.3761881133e+04    9.9798566991e-01    9.3913043478e-01
        12   -2.3738574696e+04    1.1825912155e+03    1.1219271903e+02    1.0800000000e+02    0.0000000000e+00   -2.3698727144e+04    9.9797265116e-01    1.0000000000e+00
        13   -2.3739781567e+04    1.3643718299e+03    1.1207507952e+02    1.1300000000e+02    2.5000000000e-01   -2.3747463643e+04    9.9798953821e-01    9.8230088496e-01
        14   -2.3741161937e+04    1.4524897182e+03    1.1203839013e+02    1.1100000000e+02    1.2500000000e-01   -2.3730812897e+04    9.9799059423e-01    9.9099099099e-01
        15   -2.3739459805e+04    1.0464777342e+03    1.1194640666e+02    1.1400000000e+02    2.5000000000e-01   -2.3758861514e+04    9.9800431214e-01    9.7368421053e-01
        16   -2.3744018663e+04    8.6622144883e+02    1.1224944752e+02    1.1100000000e+02    1.2500000000e-01   -2.3730491135e+04    9.9800900758e-01    1.0000000000e+00
        17   -2.3739461958e+04    1.3284404457e+03    1.1174062403e+02    1.1500000000e+02    2.5000000000e-01   -2.3770451920e+04    9.9801863598e-01    9.3043478261e-01
        18   -2.3737058949e+04    1.1208601707e+03    1.1190868374e+02    1.0700000000e+02    3.7500000000e-01   -2.3693791922e+04    9.9802906492e-01    1.0000000000e+00
        19   -2.3739131910e+04    1.0174273466e+03    1.1206868719e+02    1.0800000000e+02    0.0000000000e+00   -2.3700691304e+04    9.9803436884e-01    1.0000000000e+00
        20   -2.3737671212e+04    1.1273039677e+03    1.1194251846e+02    1.1400000000e+02    2.5000000000e-01   -2.3756831488e+04    9.9803854264e-01    9.7368421053e-01
        21   -2.3737301291e+04    1.0079338088e+03    1.1194417722e+02    1.1100000000e+02    1.2500000000e-01   -2.3728702542e+04    9.9803609257e-01    9.9099099099e-01
        22   -2.3733758886e+04    1.1925683287e+03    1.1182787055e+02    1.1500000000e+02    3.7500000000e-01   -2.3763734548e+04    9.9803350887e-01    9.9130434783e-01
        23   -2.3737177779e+04    1.0059285122e+03    1.1219515558e+02    1.1500000000e+02    1.2500000000e-01   -2.3760192143e+04    9.9803708565e-01    9.7391304348e-01
        24   -2.3738691811e+04    1.4649705190e+03    1.1204111109e+02    1.1200000000e+02    2.5000000000e-01   -2.3737177779e+04    9.9803570276e-01    9.9107142857e-01
        25   -2.3739443122e+04    1.2012643334e+03    1.1210153270e+02    1.1300000000e+02    1.2500000000e-01   -2.3747580759e+04    9.9803418128e-01    9.6460176991e-01
        26   -2.3742396452e+04    1.0968252239e+03    1.1213862423e+02    1.0900000000e+02    3.7500000000e-01   -2.3712292133e+04    9.9803392051e-01    9.9082568807e-01
        27   -2.3738552665e+04    9.3583514950e+02    1.1182524102e+02    1.1000000000e+02    1.2500000000e-01   -2.3724377947e+04    9.9802827672e-01    9.8181818182e-01
        28   -2.3739563537e+04    1.0200792271e+03    1.1208510152e+02    1.1000000000e+02    2.5000000000e-01   -2.3720534159e+04    9.9802693804e-01    1.0000000000e+00
        29   -2.3739029483e+04    1.1750500997e+03    1.1193929414e+02    1.1200000000e+02    2.5000000000e-01   -2.3739563537e+04    9.9802331647e-01    1.0000000000e+00
        30   -2.3736312886e+04    1.1479318243e+03    1.1181896348e+02    1.1500000000e+02    2.5000000000e-01   -2.3765462740e+04    9.9801594364e-01    9.8260869565e-01
        31   -2.3740639570e+04    1.2234042329e+03    1.1223866806e+02    1.1400000000e+02    1.2500000000e-01   -2.3754012463e+04    9.9801555243e-01    9.7368421053e-01
        32   -2.3739681851e+04    1.2102481293e+03    1.1194313806e+02    1.1100000000e+02    1.2500000000e-01   -2.3731670900e+04    9.9801794542e-01    9.9099099099e-01
