# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         1   -2.3734040113e+04    1.1676542027e+03    1.1469871164e+05    1.1468800000e+05    0.0000000000e+00   -2.3733363815e+04    9.9800650612e-01    9.8613630022e-01
         2   -2.3734438544e+04    1.1652567758e+03    1.1471023846e+05    1.1459200000e+05    1.6320800781e-01   -2.3733202709e+04    9.9801158754e-01    9.8827143256e-01
         3   -2.3734675949e+04    1.1566549491e+03    1.1470222613e+05    1.1475800000e+05    1.5563964844e-01   -2.3735048709e+04    9.9801813740e-01    9.8827097022e-01
         4   -2.3734895095e+04    1.1505163454e+03    1.1470104575e+05    1.1481800000e+05    1.4733886719e-01   -2.3735808817e+04    9.9801952622e-01    9.8663972548e-01
         5   -2.3735227154e+04    1.1489574743e+03    1.1470905998e+05    1.1463100000e+05    1.5795898438e-01   -2.3734397971e+04    9.9802288514e-01    9.8826669923e-01
         6   -2.3735493257e+04    1.1546418468e+03    1.1470355333e+05    1.1473100000e+05    1.4807128906e-01   -2.3735602014e+04    9.9802704407e-01    9.8802416086e-01
         7   -2.3735685634e+04    1.1429702897e+03    1.1470000716e+05    1.1474600000e+05    1.4624023438e-01   -2.3735998849e+04    9.9803090087e-01    9.8738953863e-01
         8   -2.3735882517e+04    1.1374245760e+03    1.1469942779e+05    1.1461800000e+05    1.5026855469e-01   -2.3735075096e+04    9.9803397747e-01    9.8816939748e-01
         9   -2.3736163304e+04    1.1333767991e+03    1.1470368631e+05    1.1466900000e+05    1.4941406250e-01   -2.3735716836e+04    9.9803764316e-01    9.8799152343e-01
        10   -2.3736450037e+04    1.1350688001e+03    1.1470390361e+05    1.1469000000e+05    1.4697265625e-01   -2.3736180742e+04    9.9804022852e-01    9.8747929200e-01
        11   -2.3736583904e+04    1.1266397244e+03    1.1469560066e+05    1.1456700000e+05    1.4953613281e-01   -2.3735394443e+04    9.9804293560e-01    9.8841725802e-01
        12   -2.3736775719e+04    1.1289561766e+03    1.1469953004e+05    1.1467700000e+05    1.5051269531e-01   -2.3736487987e+04    9.9804565084e-01    9.8744299206e-01
        13   -2.3737131144e+04    1.1318746101e+03    1.1470979020e+05    1.1467500000e+05    1.4892578125e-01   -2.3736662361e+04    9.9804769665e-01    9.8855025071e-01
        14   -2.3737257820e+04    1.1201502304e+03    1.1469331076e+05    1.1467100000e+05    1.3793945312e-01   -2.3736982904e+04    9.9804996761e-01    9.8803533587e-01
        15   -2.3737562750e+04    1.1250753410e+03    1.1470425061e+05    1.1463400000e+05    1.4526367188e-01   -2.3736786866e+04    9.9805204335e-01    9.8819721898e-01
        16   -2.3737756433e+04    1.1239979791e+03    1.1469816721e+05    1.1465900000e+05    1.4440917969e-01   -2.3737309858e+04    9.9805347400e-01    9.8804280519e-01
        17   -2.3737891948e+04    1.1283117535e+03    1.1469692231e+05    1.1474400000e+05    1.5490722656e-01   -2.3738244595e+04    9.9805539350e-01    9.8777278115e-01
        18   -2.3738097403e+04    1.1290177499e+03    1.1469819823e+05    1.1466000000e+05    1.4941406250e-01   -2.3737647777e+04    9.9805697745e-01    9.8810395953e-01
        19   -2.3738331775e+04    1.1193298966e+03    1.1470191761e+05    1.1468300000e+05    1.4648437500e-01   -2.3738053806e+04    9.9805864948e-01    9.8793195155e-01
        20   -2.3738451708e+04    1.1192382771e+03    1.1469467571e+05    1.1466900000e+05    1.4196777344e-01   -2.3738166095e+04    9.9805999756e-01    9.8834907429e-01
        21   -2.3738659976e+04    1.1172543187e+03    1.1469913656e+05    1.1470600000e+05    1.4428710938e-01   -2.3738608644e+04    9.9806156923e-01    9.8816103778e-01
        22   -2.3738906987e+04    1.1166235825e+03    1.1470260036e+05    1.1472300000e+05    1.4245605469e-01   -2.3738965106e+04    9.9806267036e-01    9.8845044150e-01
        23   -2.3739180079e+04    1.1309981822e+03    1.1470364660e+05    1.1473900000e+05    1.4160156250e-01   -2.3739351573e+04    9.9806394222e-01    9.8750206992e-01
        24   -2.3739183051e+04    1.1222958163e+03    1.1468907764e+05    1.1465600000e+05    1.5039062500e-01   -2.3738901022e+04    9.9806505044e-01    9.8842624895e-01
        25   -2.3739321205e+04    1.1228359910e+03    1.1469581941e+05    1.1469600000e+05    1.4355468750e-01   -2.3739252803e+04    9.9806617524e-01    9.8792460068e-01
        26   -2.3739422113e+04    1.1217125363e+03    1.1469413795e+05    1.1470200000e+05    1.4697265625e-01   -2.3739443268e+04    9.9806687700e-01    9.8789907761e-01
        27   -2.3739692122e+04    1.1291773766e+03    1.1470236446e+05    1.1464600000e+05    1.4648437500e-01   -2.3739055835e+04    9.9806812301e-01    9.8831184690e-01
        28   -2.3739757607e+04    1.1278976952e+03    1.1469279765e+05    1.1473300000e+05    1.5051269531e-01   -2.3740084414e+04    9.9806912274e-01    9.8846016403e-01
        29   -2.3739961262e+04    1.1384233420e+03    1.1469734827e+05    1.1469200000e+05    1.3781738281e-01   -2.3739792484e+04    9.9807003306e-01    9.8812471663e-01
        30   -2.3740190634e+04    1.1205421388e+03    1.1470040766e+05    1.1468600000e+05    1.4270019531e-01   -2.3739943823e+04    9.9807093634e-01    9.8853390998e-01
        31   -2.3740189888e+04    1.1244997368e+03    1.1468650759e+05    1.1473000000e+05    1.4343261719e-01   -2.3740556778e+04    9.9807167462e-01    9.8811993376e-01
        32   -2.3740315603e+04    1.1193294095e+03    1.1469618781e+05    1.1477200000e+05    1.4611816406e-01   -2.3740922042e+04    9.9807265175e-01    9.8759279267e-01
