# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         1   -2.3734101747e+04    1.1561958670e+03    2.5207521362e+05    2.5200000000e+05    0.0000000000e+00   -2.3733225832e+04    9.9800602971e-01    9.8655158730e-01
         2   -2.3734466276e+04    1.1580818495e+03    2.5204494368e+05    2.5193900000e+05    1.5911111111e-01   -2.3733859655e+04    9.9801127600e-01    9.8787404888e-01
         3   -2.3734657639e+04    1.1602020826e+03    2.5202649583e+05    2.5206700000e+05    1.5133333333e-01   -2.3734732114e+04    9.9801750401e-01    9.8818568079e-01
         4   -2.3734987394e+04    1.1563765587e+03    2.5204203445e+05    2.5220700000e+05    1.4861111111e-01   -2.3735478731e+04    9.9802026642e-01    9.8721288465e-01
         5   -2.3735243183e+04    1.1416010217e+03    2.5203231445e+05    2.5191200000e+05    1.5205555556e-01   -2.3734638127e+04    9.9802325149e-01    9.8803153482e-01
         6   -2.3735534799e+04    1.1506171417e+03    2.5203830930e+05    2.5203400000e+05    1.4650000000e-01   -2.3735378094e+04    9.9802679197e-01    9.8818413389e-01
         7   -2.3735734892e+04    1.1603492454e+03    2.5202534221e+05    2.5216000000e+05    1.4777777778e-01   -2.3736169518e+04    9.9803065597e-01    9.8737706218e-01
         8   -2.3735983252e+04    1.1381734614e+03    2.5203005358e+05    2.5185300000e+05    1.5033333333e-01   -2.3735151388e+04    9.9803411120e-01    9.8833446495e-01
         9   -2.3736153618e+04    1.1367901536e+03    2.5202275304e+05    2.5208200000e+05    1.5116666667e-01   -2.3736308596e+04    9.9803722022e-01    9.8765877770e-01
        10   -2.3736453025e+04    1.1427299018e+03    2.5203660373e+05    2.5189900000e+05    1.4888888889e-01   -2.3735752744e+04    9.9803984455e-01    9.8797930917e-01
        11   -2.3736621262e+04    1.1260589157e+03    2.5202145800e+05    2.5188200000e+05    1.4388888889e-01   -2.3735984661e+04    9.9804248531e-01    9.8811348171e-01
        12   -2.3736852208e+04    1.1283293603e+03    2.5203156905e+05    2.5201300000e+05    1.4983333333e-01   -2.3736672848e+04    9.9804498552e-01    9.8784189704e-01
        13   -2.3737139389e+04    1.1366185054e+03    2.5203693829e+05    2.5203900000e+05    1.4655555556e-01   -2.3737006958e+04    9.9804738730e-01    9.8812882133e-01
        14   -2.3737323812e+04    1.1287645042e+03    2.5202178065e+05    2.5202800000e+05    1.4200000000e-01   -2.3737250494e+04    9.9804945588e-01    9.8785452410e-01
        15   -2.3737628107e+04    1.1335614703e+03    2.5203687104e+05    2.5194400000e+05    1.4616666667e-01   -2.3737101565e+04    9.9805137219e-01    9.8845378338e-01
        16   -2.3737721910e+04    1.1349269654e+03    2.5200968423e+05    2.5212200000e+05    1.4833333333e-01   -2.3738112117e+04    9.9805291712e-01    9.8743862099e-01
        17   -2.3737908913e+04    1.1339652306e+03    2.5202634120e+05    2.5197700000e+05    1.5133333333e-01   -2.3737630636e+04    9.9805458816e-01    9.8812590038e-01
        18   -2.3738135338e+04    1.1355381352e+03    2.5202464413e+05    2.5192900000e+05    1.4300000000e-01   -2.3737627127e+04    9.9805620773e-01    9.8836973909e-01
        19   -2.3738235385e+04    1.1252672977e+03    2.5201155110e+05    2.5205400000e+05    1.4511111111e-01   -2.3738349601e+04    9.9805761110e-01    9.8791528799e-01
        20   -2.3738485256e+04    1.1425698907e+03    2.5202895046e+05    2.5202400000e+05    1.4500000000e-01   -2.3738330619e+04    9.9805904856e-01    9.8809240390e-01
        21   -2.3738652942e+04    1.1321052064e+03    2.5202279655e+05    2.5210200000e+05    1.4761111111e-01   -2.3738889936e+04    9.9806042672e-01    9.8789775567e-01
        22   -2.3738879595e+04    1.1570513924e+03    2.5202797381e+05    2.5207800000e+05    1.4538888889e-01   -2.3738962418e+04    9.9806174158e-01    9.8799181206e-01
        23   -2.3739087357e+04    1.1256643754e+03    2.5202521196e+05    2.5199000000e+05    1.4422222222e-01   -2.3738839911e+04    9.9806293222e-01    9.8782888210e-01
        24   -2.3739224644e+04    1.1340651762e+03    2.5201667859e+05    2.5190600000e+05    1.4633333333e-01   -2.3738714271e+04    9.9806399018e-01    9.8817812994e-01
        25   -2.3739365100e+04    1.1230718470e+03    2.5201836221e+05    2.5197300000e+05    1.4594444444e-01   -2.3739117496e+04    9.9806517937e-01    9.8790346585e-01
        26   -2.3739612635e+04    1.1245209528e+03    2.5203316639e+05    2.5205400000e+05    1.4922222222e-01   -2.3739579363e+04    9.9806615080e-01    9.8773278742e-01
        27   -2.3739754372e+04    1.1191327477e+03    2.5201985661e+05    2.5195200000e+05    1.4827777778e-01   -2.3739422141e+04    9.9806716141e-01    9.8829538960e-01
        28   -2.3739863305e+04    1.1235849928e+03    2.5201504149e+05    2.5205800000e+05    1.4705555556e-01   -2.3739984505e+04    9.9806829211e-01    9.8820906299e-01
        29   -2.3740033872e+04    1.1225296054e+03    2.5202078296e+05    2.5207600000e+05    1.4316666667e-01   -2.3740164847e+04    9.9806917641e-01    9.8800361796e-01
        30   -2.3740220408e+04    1.1213278006e+03    2.5202431455e+05    2.5204200000e+05    1.4388888889e-01   -2.3740200524e+04    9.9807004569e-01    9.8830353671e-01
        31   -2.3740350671e+04    1.1237819941e+03    2.5201671927e+05    2.5210500000e+05    1.4416666667e-01   -2.3740636988e+04    9.9807097777e-01    9.8769163642e-01
        32   -2.3740571455e+04    1.1193792220e+03    2.5202851548e+05    2.5197300000e+05    1.4755555556e-01   -2.3740243522e+04    9.9807185682e-01    9.8774868736e-01
