# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         1   -2.3734356600e+04    1.6208955304e+03    5.6243196482e+01    5.6000000000e+01    0.0000000000e+00   -2.3729228994e+04    9.9799366826e-01    1.0000000000e+00
         2   -2.3734643012e+04    1.1910899815e+03    5.5990300614e+01    5.7000000000e+01    2.5000000000e-01   -2.3752056177e+04    9.9795232472e-01    9.8245614035e-01
         3   -2.3732101532e+04    8.5295782245e+02    5.5897241764e+01    5.6000000000e+01    2.5000000000e-01   -2.3734643012e+04    9.9794586629e-01    9.6428571429e-01
         4   -2.3738662525e+04    1.0743021965e+03    5.6177531286e+01    5.4000000000e+01    5.0000000000e-01   -2.3695733888e+04    9.9796399469e-01    1.0000000000e+00
         5   -2.3733601995e+04    1.1162886228e+03    5.5895801111e+01    5.8000000000e+01    2.5000000000e-01   -2.3773753845e+04    9.9796546770e-01    9.8275862069e-01
         6   -2.3736574708e+04    1.4308728281e+03    5.6074139780e+01    5.7000000000e+01    2.5000000000e-01   -2.3751301572e+04    9.9797102199e-01    9.6491228070e-01
         7   -2.3733781836e+04    1.5197105358e+03    5.5954786028e+01    5.6000000000e+01    0.0000000000e+00   -2.3736574708e+04    9.9798704758e-01    9.8214285714e-01
         8   -2.3735328084e+04    1.3993679009e+03    5.6031209886e+01    5.5000000000e+01    2.5000000000e-01   -2.3715763330e+04    9.9797691155e-01    9.6363636364e-01
         9   -2.3737533864e+04    1.2871272960e+03    5.6071766395e+01    5.3000000000e+01    5.0000000000e-01   -2.3680268307e+04    9.9798025667e-01    1.0000000000e+00
        10   -2.3738817891e+04    1.0204052546e+03    5.6047327772e+01    5.9000000000e+01    5.0000000000e-01   -2.3789719617e+04    9.9803087167e-01    9.6610169492e-01
        11   -2.3731128922e+04    1.1186395412e+03    5.5782986306e+01    5.7000000000e+01    5.0000000000e-01   -2.3756517468e+04    9.9805026624e-01    9.4736842105e-01
        12   -2.3733822842e+04    1.0774902649e+03    5.6077505453e+01    5.4000000000e+01    5.0000000000e-01   -2.3694761278e+04    9.9804376462e-01    9.6296296296e-01
        13   -2.3731551507e+04    9.9633259053e+02    5.5956586758e+01    5.3000000000e+01    0.0000000000e+00   -2.3678763065e+04    9.9803772338e-01    1.0000000000e+00
        14   -2.3741050652e+04    1.2375150331e+03    5.6264642189e+01    5.5000000000e+01    0.0000000000e+00   -2.3713533002e+04    9.9804884829e-01    1.0000000000e+00
        15   -2.3738360969e+04    8.8983157568e+02    5.5902925855e+01    5.7000000000e+01    2.5000000000e-01   -2.3758750229e+04    9.9805390272e-01    9.8245614035e-01
        16   -2.3737299064e+04    8.1403500651e+02    5.5975056576e+01    5.7000000000e+01    2.5000000000e-01   -2.3756060546e+04    9.9805111227e-01    9.8245614035e-01
        17   -2.3740418131e+04    8.2150306204e+02    5.6090515932e+01    5.6000000000e+01    2.5000000000e-01   -2.3737299064e+04    9.9804422152e-01    1.0000000000e+00
        18   -2.3741431028e+04    1.2863126632e+03    5.6006312739e+01    5.6000000000e+01    0.0000000000e+00   -2.3740418131e+04    9.9804348117e-01    1.0000000000e+00
        19   -2.3740489551e+04    7.6980112863e+02    5.5951832218e+01    5.6000000000e+01    0.0000000000e+00   -2.3741431028e+04    9.9803676513e-01    1.0000000000e+00
        20   -2.3741226291e+04    9.9771582037e+02    5.5997895567e+01    5.6000000000e+01    0.0000000000e+00   -2.3740489551e+04    9.9801917418e-01    9.8214285714e-01
        21   -2.3731975877e+04    1.1770374162e+03    5.5736854043e+01    5.5000000000e+01    0.0000000000e+00   -2.3723207786e+04    9.9802996372e-01    9.8181818182e-01
        22   -2.3735127403e+04    1.1879656209e+03    5.6117626046e+01    5.6000000000e+01    2.5000000000e-01   -2.3731975877e+04    9.9804099501e-01    1.0000000000e+00
        23   -2.3732813387e+04    1.3226283215e+03    5.5906221575e+01    5.6000000000e+01    0.0000000000e+00   -2.3735127403e+04    9.9802741701e-01    1.0000000000e+00
        24   -2.3737314585e+04    1.0462068437e+03    5.6141447056e+01    5.8000000000e+01    2.5000000000e-01   -2.3767904706e+04    9.9803026230e-01    9.6551724138e-01
        25   -2.3737491458e+04    9.7251453424e+02    5.6027957696e+01    5.6000000000e+01    0.0000000000e+00   -2.3737314585e+04    9.9804450690e-01    9.8214285714e-01
        26   -2.3739493405e+04    1.0244872141e+03    5.6054050632e+01    5.5000000000e+01    0.0000000000e+00   -2.3719472953e+04    9.9805023260e-01    9.8181818182e-01
        27   -2.3741489904e+04    1.1348251537e+03    5.6070686306e+01    5.5000000000e+01    0.0000000000e+00   -2.3721474899e+04    9.9804866135e-01    1.0000000000e+00
        28   -2.3742860398e+04    1.0748625899e+03    5.6014890400e+01    5.7000000000e+01    2.5000000000e-01   -2.3759189481e+04    9.9805365924e-01    1.0000000000e+00
        29   -2.3741809580e+04    1.0130146091e+03    5.5949505884e+01    5.7000000000e+01    0.0000000000e+00   -2.3760559975e+04    9.9804334235e-01    9.6491228070e-01
        30   -2.3741612520e+04    8.9398523365e+02    5.5994176387e+01    5.5000000000e+01    2.5000000000e-01   -2.3723791075e+04    9.9803897705e-01    1.0000000000e+00
        31   -2.3744224714e+04    6.9093231166e+02    5.6070523429e+01    5.6000000000e+01    0.0000000000e+00   -2.3741612520e+04    9.9803009193e-01    9.6428571429e-01
        32   -2.3743603293e+04    1.0078168631e+03    5.5995836416e+01    5.4000000000e+01    2.5000000000e-01   -2.3707857070e+04    9.9802996440e-01    1.0000000000e+00
