# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         1   -2.3739919110e+04    2.2902807198e+03    2.8191970078e+01    2.8000000000e+01    0.0000000000e+00   -2.3731968217e+04    9.9808937201e-01    1.0000000000e+00
         2   -2.3738362786e+04    1.3343860142e+03    2.7971092588e+01    2.9000000000e+01    0.0000000000e+00   -2.3775010430e+04    9.9773103246e-01    9.6551724138e-01
         3   -2.3737261539e+04    1.0568939480e+03    2.7988080358e+01    2.8000000000e+01    5.0000000000e-01   -2.3738362786e+04    9.9783611076e-01    9.6428571429e-01
         4   -2.3733422897e+04    1.3734224740e+03    2.7957205891e+01    2.8000000000e+01    0.0000000000e+00   -2.3737261539e+04    9.9784871759e-01    1.0000000000e+00
         5   -2.3735026406e+04    1.1714269388e+03    2.8007150429e+01    2.8000000000e+01    0.0000000000e+00   -2.3733422897e+04    9.9771071252e-01    1.0000000000e+00
         6   -2.3731001046e+04    1.1527800358e+03    2.7947213517e+01    2.9000000000e+01    0.0000000000e+00   -2.3770117726e+04    9.9773817861e-01    1.0000000000e+00
         7   -2.3732625708e+04    9.1701311103e+02    2.8014771182e+01    2.9000000000e+01    0.0000000000e+00   -2.3766092366e+04    9.9774850469e-01    9.6551724138e-01
         8   -2.3730234599e+04    9.9344161463e+02    2.7951230926e+01    2.8000000000e+01    0.0000000000e+00   -2.3732625708e+04    9.9781781050e-01    9.2857142857e-01
         9   -2.3737384187e+04    9.6753757843e+02    2.8132231600e+01    2.6000000000e+01    0.0000000000e+00   -2.3656126627e+04    9.9780247305e-01    1.0000000000e+00
        10   -2.3736402042e+04    1.2106199551e+03    2.7971207521e+01    2.6000000000e+01    0.0000000000e+00   -2.3663276215e+04    9.9784508360e-01    1.0000000000e+00
        11   -2.3735984068e+04    1.1782386441e+03    2.7975919958e+01    2.6000000000e+01    0.0000000000e+00   -2.3662294070e+04    9.9784957483e-01    1.0000000000e+00
        12   -2.3742777147e+04    1.2724724038e+03    2.8111792198e+01    2.7000000000e+01    5.0000000000e-01   -2.3699616424e+04    9.9787428896e-01    1.0000000000e+00
        13   -2.3748955213e+04    1.4702514359e+03    2.8115651061e+01    2.8000000000e+01    5.0000000000e-01   -2.3742777147e+04    9.9786984648e-01    1.0000000000e+00
        14   -2.3747333388e+04    1.8583557966e+03    2.7986293591e+01    2.9000000000e+01    5.0000000000e-01   -2.3784046533e+04    9.9789408272e-01    1.0000000000e+00
        15   -2.3738483536e+04    1.2639949850e+03    2.7859442452e+01    2.9000000000e+01    0.0000000000e+00   -2.3782424708e+04    9.9792776273e-01    8.6206896552e-01
        16   -2.3745012747e+04    1.1503630452e+03    2.8161056280e+01    2.6000000000e+01    0.0000000000e+00   -2.3664375564e+04    9.9792310580e-01    1.0000000000e+00
        17   -2.3750450635e+04    1.6527050788e+03    2.8099590695e+01    3.0000000000e+01    0.0000000000e+00   -2.3814005619e+04    9.9791872618e-01    9.0000000000e-01
        18   -2.3749066659e+04    1.8892788177e+03    2.7938952952e+01    2.7000000000e+01    5.0000000000e-01   -2.3714082990e+04    9.9792114629e-01    1.0000000000e+00
        19   -2.3746090016e+04    1.6500897921e+03    2.7937887643e+01    2.8000000000e+01    5.0000000000e-01   -2.3749066659e+04    9.9791313737e-01    1.0000000000e+00
        20   -2.3747542788e+04    1.2849437569e+03    2.8000632311e+01    2.8000000000e+01    0.0000000000e+00   -2.3746090016e+04    9.9791916085e-01    1.0000000000e+00
        21   -2.3747544491e+04    1.3270159157e+03    2.7982998462e+01    2.8000000000e+01    0.0000000000e+00   -2.3747542788e+04    9.9791122095e-01    9.6428571429e-01
        22   -2.3750281722e+04    1.1689633719e+03    2.8048072654e+01    2.7000000000e+01    0.0000000000e+00   -2.3711176847e+04    9.9792280205e-01    1.0000000000e+00
        23   -2.3754239405e+04    1.3591548282e+03    2.8093945510e+01    3.0000000000e+01    5.0000000000e-01   -2.3819274593e+04    9.9792198157e-01    9.6666666667e-01
        24   -2.3752725123e+04    1.4409933141e+03    2.7971444177e+01    2.9000000000e+01    5.0000000000e-01   -2.3789330725e+04    9.9793041500e-01    1.0000000000e+00
        25   -2.3752302391e+04    1.3449820129e+03    2.7979148558e+01    2.9000000000e+01    0.0000000000e+00   -2.3787816443e+04    9.9793869136e-01    1.0000000000e+00
        26   -2.3753681231e+04    1.1411043417e+03    2.8006654081e+01    2.9000000000e+01    0.0000000000e+00   -2.3787393711e+04    9.9795843244e-01    8.9655172414e-01
        27   -2.3758881136e+04    1.2291541590e+03    2.8091807243e+01    2.6000000000e+01    0.0000000000e+00   -2.3679573259e+04    9.9796852091e-01    1.0000000000e+00
        28   -2.3751743504e+04    1.2921705922e+03    2.7881507539e+01    2.6000000000e+01    0.0000000000e+00   -2.3684773164e+04    9.9796923163e-01    1.0000000000e+00
        29   -2.3754104354e+04    1.1141971229e+03    2.8054489986e+01    2.9000000000e+01    0.0000000000e+00   -2.3786834824e+04    9.9797245308e-01    9.6551724138e-01
        30   -2.3754662167e+04    1.5906083268e+03    2.7995980131e+01    2.8000000000e+01    5.0000000000e-01   -2.3754104354e+04    9.9798573278e-01    9.6428571429e-01
        31   -2.3755343252e+04    8.9209338565e+02    2.8030793326e+01    2.8000000000e+01    0.0000000000e+00   -2.3754662167e+04    9.9799509729e-01    9.6428571429e-01
        32   -2.3747870653e+04    7.8881439778e+02    2.7898684676e+01    2.7000000000e+01    0.0000000000e+00   -2.3718975608e+04    9.9800076332e-01    1.0000000000e+00
